Name,Homeworld,Born,Died,Species,Gender,Height,Mass,Hair color,Eye color,Skin color,Cybernetics,Affiliation(s),Masters,Apprentices
Arik Uvis,,Between 49–45 BBY[1],,Human[2],Male[3],,,Blond[2],Brown[2],,,Pryce Mining[2],,
Luthik Uwyr,,,,Human,Male,,,Brown (Beard),Green,Light,,Galactic EmpireDark Side Adepts,,
Uyohn,,,"0 BBY,[1] Eadu[2]",Human[3],Male[2],,,,,,,Galactic Republic[2]Republic Futures Program[2]Galactic Empire[2]Kyber crystal research team[2],,
Tai Uzuma,,,,Human[1],Female[1],,,Black[1],Brown[2],Black[1],,Jedi Order[1],,
V-Brose,Kegan[1],,,Human[1],Male[1],,,,,,,Security Guides[1],,
V-Davi,Kegan[1],c. 53 BBY[2],,Human[1],Male[1],,,Sandy[1][3],Gray[1][3],,,,,
V-Haad,Kegan,,,Keganite,Male,Tall,,Balding,Dark,,,,,
V-Ido,Kegan,,,Human,Male,,,,,,,Learning Circle,,
V-Mina,Kegan,,,Human,Male,,,,,,,Learning Circle,,
V-Nen,Kegan[1],,,Human[1],Male[1],,,,,,,Communication Circle[1],,
V-Onin,Kegan,,,Human,Male,,,,,,,Re-Learning Circle,,
V-Tan,Kegan[1],,,Human[1],Male[1],,,,,,,,,
V-Tarz,Kegan,,,Human (Keganite),Male,,,,,,,Learning Circle,,
V-Taun,Kegan,,,Human,Male,,,,,,,Learning Circle,,
Jah-kii Vaargaz,Alderaan,,,Human,Female,,,Black,Brown,Light,,"Kram Balut the Dug, Organized Crime Syndicates",,
Vaartsoon,,,,Human,Male,,,Brown,,White,,Galactic EmpireSpecial Intelligence,,
Vacca,Corellia,,,Human,Male,,,White,,,,Galactic EmpireAlliance to Restore the Republic,,
Nessl Vaccan,,,,Human[1],Female[1],,,Brown[1],Green[1],Light[1],,Eternal Alliance[1],,
Darth Vader  (New Galactic Empire),,,,Human[1],Male[1],,,Black[1],Brown (right eye)[1],Light[1],Cybernetic Left eye[1],New Galactic Empire[1],,
Vadus,,,,Human,Female,,,Brown,Red,Pale,,Sith Empire,,
Thrynni Vae,,,"26 ABY, Duro",Human,Female,,,,,,,New Jedi OrderNew Republic,Tresina Lobi,
Vael,,,,Human[1],Male[1],,,,Brown[1],Fair[1],,Sith Empire[1]Imperial Army[1],,
D'Arc Vaetes,,,,Human,Male,,,,,,,Galactic Republic,,
Darth VaGhal,,,,Human[1],Female[1],,,Black[2],Yellow[2],Light[2],,Sith[2],,
Vago,,,,Human[1],Male[1],,,,Orange[1],Pale[1],,Sith Empire[1],,
Vahcer,Biivren,,,Human,Male,,,,,,,Blood Razors,,
Marco Vahn,,,,Human,Male,,,Brown,Amber,,,,,
Wole Vahn,,,,Human,Male,,,,,,,Jedi OrderGalactic RepublicNoetikon of Light,,
Vahss,,,1032 BBY,Human,Male,,,None,Brown,Light,,Galactic RepublicGrace CommandDevil Squadron,,
Odile Vaiken,Korriban (original)[1]Dromund Kaas (adopted)[1],Prior to 5000 BBY[1],c. 4904 BBY[2],Human[1],Male[1],,,Blond[1],Brown[1],Light[1],,Exile fleet[1]Sith Empire[1]Imperial Military[1],,
Ter-Doac Vaine,,,"1 ABY, Nova Orion Station",Human,Male,,,None (shaved head),,Light,,,,
Vajar,,,,Human,Male,,,Black,Orange,Dark,,Sith EmpireSith Order,,
Vakar,,,,Human,Male,,,Gray,Brown,Fair,,Galactic RepublicRepublic Military,,
Vaklu,Onderon[1],,3951 BBY[2],Human[1],Male[1],,,"Black, graying[1]",Gray[1],Light[1],,Galactic Republic (formerly)Onderonian military[1]Onderon separatists[1]Sith Triumvirate[1],,
Val,Solarine[1],,"10 BBY, Vandor[2]",Human[3],Female[3],1.57 meters[4],,Black[2],Brown[2],Dark[2],,Crimson Dawn[2]Beckett's gang[5],,
Val  (Natala Yooms' sister),,,"Prior to 3653 BBY, Alderaan[1]",Human[2],Female[2],,,,,,,,,
Thak Val Zsing,Ord Cestus,,"c. 22 BBY, Ord Cestus[1]",Human,Male,,,Red,,,,Desert Wind,,
Val's father,,,,Human[1],Male[1],,,,,,,,,
Yalta Val,,,,Human[1],Male[1],,,Black[1],Brown[1],Light[1],,Fel Empire[1]Imperial Knights[1]Galactic Federation Triumvirate[1],,Jao Assam
Malievo Valaine,,,,Human[1],Male[1],,,Brown[1],Yellow[1],Fair[1],,Esstran Exports[1],,
Dru Valan,,,,Human[1],Male[1],,,Black[1],Blue,Light,,Fel Empire[1]Darth Krayt's Galactic Empire[1]Outer Rim Third Fleet[1],,
Beilert Valance,Chorin[1],,"Between 3 ABY and 4 ABY, Executor (revived)[2]",Human[3],Male[3],1.8 meters[4],,Brown[3],Blue[3],Light[3],Majority of body and organs[5],Galactic Empire[3]Carida Academy[3]Carida Squadron[6]Imperial Officer Corps[1]Dark Squadron[7]Nakano Lash's crew[5]Bounty Hunters' Guild[8]Beilert Valance's crew[8]Vader's crew[9],,
Karn Valanti,,,,Human[1],Male[1],,,Black[1],Green[1],Light[1],,Imperial Remnant[2]Darkmeld[1],,
Valco,,,,Human[1],Male[1],,,Gray[1],Blue[1],Light[1],,,,
Valda,,,,Human,Male,,,,,,,Sith Empire,,
Criden Valdas,,,"0 BBY,[1] Scarif[2]",Human[3],Male[3],,,Gray[3],Green[3],Light[3],,Galactic Empire[3]Imperial Officer Corps[3],,
Gardo Valdell,,,,Human,Male,,,Gray,Blue,,,,,
Shawn Valdez,,,,Human[1],Male[2],,,,,Light[1],,Alliance to Restore the Republic[2],,
Percival Vale,Bespin[1],,,Human[1],Male[1],,,,,,,,,
Valek,,,,Human,Male,,,,,,,Galactic EmpireLumiya's fleet,,
Valent,,,5 ABY[1],Human[2],Male[2],,,,,,,Galactic Empire[2]Imperial Navy[2]Imperial Officer Corps[2]Kenner Loring's faction[2],,
Kit Valent,Huulia[1],,"3 ABY, Hoth[2]",Human[3],Male[3],,,,,,,Alliance to Restore the Republic[3]Rogue Squadron[3],,
Valera  (Human),,,,Human,Female,,,,,,,Alliance to Restore the RepublicGray Griffins,,
Valeress,,,,Human,Female,,,,,,,,,
Colvett Valeria,,,,Human[1],Female[1],,,Black[1],Black[1],Dark[1],,Colvett Valeria's rebel cell[2]Alliance to Restore the Republic[1]Blue Squadron[1]New Republic[3]New Republic Starfighter Corps[3],,
Anjeru Valett,,,,Human,Male,,,,,,,,,
Valhoun,,,"c. 3642 BBY, Taris[1]",Human[1],Male[1],,,Dark[1],,Brown[1],,Galactic Republic[1]Republic Army[1],,
Valis,Korriban[1],,"3643 BBY,[2] Czerka mining facility[3]",Human[3],Male[3],,,Blond[3],Brown[3],Fair[3],,Sith Empire[3]Children of the Emperor[3],,
Borke Valkanhayn,Kalab[1],,,Human[1],Male[1],1.5 meters[1],,,,,,Borke's Cantina[1],,
Hekton Valkaz,,,,,Male,,,Brown,Blue,Light,,Galactic Republic,,
Valkorion,Zakuul[1],,"Centuries before 3636 BBY (consciousness)[1]3636 BBY,[2] Zakuul (physical body)[1]",Human (Zakuulan)[1],Male[1],,,"Black, later gray[3]",Gray[1],Light[1],,,,
Kandar Vallan,Tatooine,,,Human,,,,,,,,Alliance to Restore the Republic,,
Vallkos,,,,Human,Male,,,,,,,Crimson Stars,,
Marium Valmont,,,,Human,Female,,,,,,,,,
Eglyn Valmor,Alderaan[1],,,Human[1],Female[1],,,Blonde[1],,,,Alderaan Flotilla[1],,
Keiran Valn,Alderaan,,,Human[source?],Male,,,,,,,Galactic RepublicJedi Order,,
Valon  (pirate),,,,Human,Male,,,Black,Blue,Light,,White Maw,,
Valorum  (The Star Wars),,,,Human[1],Male[1],,,Black[1],Brown[1],,Respirator[1],Galactic Empire[1]Knights of Sith[1],,
Eixes Valorum,Coruscant,,,Human,Male,,,,,,,Galactic RepublicGalactic SenateHouse Valorum,,
Espaa Valorum,,,,,,,,,,,,,,
Finis Valorum,Coruscant[1],,,Human (Coruscanti)[2],Male[3],"1.7 meters (5 ft, 7 in)[4]",,White[5],Blue[5],Fair[5],,House Valorum[6]Galactic Republic[5]Office of the Chancellor[5]Refugee Relief Movement[7],,
Shaedra Valouri,Corellia,,"Post-0 BBY, Corellia",Human,Female,,,Brown,Brown,Fair,,Corellian Security Force,,
Valoy,,,"c. 3643 BBY, Taris",Human,Male,,,,,,,Galactic RepublicRepublic Expeditionary Forces,,
Valton,Tatooine,,,Human,Male,,,,,,,Alliance to Restore the RepublicNew Republic,,
Odis P. Valyn,,,,Human,Male,,,Black,Brown,Fair,,Galactic RepublicCell Block Command,,
Leisha Vamden,,,,Human,Female,,,Brown,,Dark,,,,
Vames,,,,Human[1],Male[1],,,,Blue[1],Tan[1],,Sith Empire[1],,
Van-Ith,Vanqor,,,Human,Male,,,,,,,,,
Vanar,,,,Human,Male,,,Brown,,,,,,
Ajuva Vanasterin,Rori[1],,,Human[1],Female[1],,,Brown,,,,,,
Vanat,Zakuul[1],,"3631 BBY,[2] Asylum[3]",Human (Zakuulan)[4],Female[4],,,Black[4],Brown[4],Dark[4],,Scions of Zakuul[4],,
Reegas Vance,,,"41.5 ABY (76), Fhost",Human,Male,,,None,,,,,,
Horace Vancil,Naboo[1],,,Human[2] (Naboo)[1],Male[2],,,Gray[2],,Fair[2],,Royal House of Naboo[2]Naboo Royal Advisory Council[2],,
Vandal,,,,Human,Male,,,,Green,Light,,Galactic Republic,,
Carmilla Vandangante,Coruscant,,,Human,Female,,,,,,,Rigahuerr Publishing Combine,,
Jessa Vandangante,,,,Human,Female,,,Blonde,Blue,,,,,
Kashi VanDeef,,,,Human[1],Female[1],,,Brown[1],Brown[1],Fair[1],,,,
Pilar VanDeef,,,"1 ABY,[1] Tatooine[2]",Human[2],Male[2],,,Bald (red facial hair)[2],Green[2],Tan[2],,,,
Vandel,,,,Human,Male,,,,,,,Galactic Republic,,
Endrodanar Tiopuld Shaamador Vandelhelm XXIV,,,,Human[1],Male[1],,,,,,,Vandelhelm[1][2]Alliance of Free Planets[1][2]New Republic[2],,
Lillindri Nanimei Filda Vandelhelm XXXII,,,,Human[1],Female[1],,,,,,,Vandelhelm[1][2]Alliance of Free Planets[1][2]New Republic[2],,
Vander,,,,Human,Male,,,Dark Gray,Green,Light,Implant above left eye,Galactic RepublicRepublic ArmyOrd Mantell Infantry Command,,
Jon Vander,Onderon[1],,"0 BBY, Yavin system[2]",Human (Onderonian)[2],Male[2],,,Brown[2],Brown[2],Fair[2],,Galactic Empire[1]Alliance to Restore the Republic[2]Gold Squadron[2],,
Pete Vandhaar,Therpsis,,,Human,Male,1.83 meters,,Brown,Light green,,,Pirates,,
Vandolay,,,,Human[1],Male[2],,,Brown[1],,Fair[2],,Galactic Empire[2]Commission for the Preservation of the New Order[1]Imperial Security Bureau[1]Imperial Navy[2]Death Squadron[2],,
Vandorn,,,,Human[1],Male[1],,,,Green[1],Fair[1],,Sith Empire[1]Imperial Military[1],,
Vandoz,Kesh,,,Human,Male,,,,,,,Lost Tribe of SithKorsinite League,,
Vandro,,,,Human[1],Male,,,,,,,New RepublicNew Republic Special ForcesKatarn Commandos,,
Crueya Vandron,,,,Human[1],Male[2],,,,,,,House Vandron[3]Galactic Republic[1]Galactic Empire[2]Imperial Security Bureau[2],,
Theala Vandron,,,,Human,Female,,,,,,,House VandronGalactic Empire (informally)COMPNOR (informally),,
Theala Vandron Jr.,Karfeddion,c.33 BBY,,Human,Female,,,,Blue,,,House Vandron,,
Vane,Bakura,,,Human (Bakuran),Male,,,,,,,,,
Cecil Vane,Brentaal IV[1],,,Human[1],Male[1],,,,,,,,,
Elodore Vane,Valahari,,,Human,Female,,,Blonde,Brown,Tan,,House of Vane,,
Harko Vane,Valahari,,"c. 22 BBY,[1] Valiant over Valahari",Human,Male,,,Black,Brown,Tan,,House of Vane,,
Omi Vane,Valahari,,,Human,Female,,,Blond,Brown,Tan,,House of Vane,,
Tofen Vane,Valahari,,"22 BBY, Veil Nebula[1]",Human,Male,,,Blond,Brown,Tan,,House of VaneConfederacy of Independent SystemsTofen's Raiders,,
Vanel  (Human),,,,Human[1],Female[1],1.7 meters[1],,,,,,"Imperial Intelligence[1]Destabilization[1]Mon Tondievz, Ltd.[1]",,
Vaner,,,,Human,Male,,,Black,,Dark,,Sith EmpireImperial Army,,
Vaneé,,,,Human[1],Male[1],,,White[1],"Black,[2] red (dark side),[3] green[1]",Light[1],,Galactic Empire[1]Sith Order[2]Acolytes of the Beyond[3],Darth Vader[2],
Edvar Vang,,,,Human[1],Male[1],,,,,Fair[1],,,,
Dorch Vangur,,,,Human,Male,,,Black,Blue,,,Imperial Remnant,,
Orley Vanicus,,,,Human[1],Male[2],,,,Brown[3],,,Galactic Republic[1]Republic Navy[1],,
Seftin Vanik,Messert[1],,"35 ABY, Exegol[2]",Human[1],Male[1],1.67 meters (5ft 6in)[1],,Black[1],Black[1],Light[1],,An aerial circus[3]Resistance[3]Resistance Starfighter Corps[3]Exegol air team[4],,
Vanis Tigo,,,,Human[1],Male[1],,,Dark blonde[1],,Light[1],,Galactic Empire[1]Ferrix garrison[1],,
Tay Vanis,Telfrey[1],,"3 ABY, Dennaskar[2]",Human[3],Male[3],,,Blond[1],,,,Alliance to Restore the Republic[3]Alliance Intelligence[4]Alliance Special Operations[1],,
Vanithrast,,,"c. 3642 BBY, The Maelstrom",Human,Male,,,,,,,Resurgent Sith Empire,,
Vanko,Coruscant[1],,,Human[2],Male[2],1.8 meters[2],,Light silver[2],Deep gray[2],,,Galactic Republic[3]Galactic Empire[2],,
Vic Vankoh,,,,Human[1],Male[2],,,Brown[1],,Light[1],,Vic Vankoh and the Bith Boys[1],,
Vann,,,,Human[1],Male[1],,,Dark brown[1],,Tan[1],,Sith Empire[1],,
Feyn Vann,Tri-Barr Station[1],,"0 BBY,[2] Eadu[3]",Human[3],Male[3],,,Gray[3],Brown[3],Light[3],,Nordoxicon Unlimited[2]Galactic Empire[3]Kyber crystal research team[2],,
Gav Vannar,Shikaakwa,,,Human,Male,,,White,Brown,Dark,,Queen HadiyaDespot Army,,
Kharl Vanneb,Naboo[1],,,Human[1],Male[1],,,Dark[1],,,,Theed School of Technology and Engineering[1],,
Vannim,,,,Human[1],Female[1],,,,Brown[1],Dark[1],,Imperial Army[1],,
Vannis,,,"c. 3642 BBY, Hoth[1]",Human[1],Male[1],,,,,,,Sith Empire[1]Imperial Army[1],,
Bavik Vannor,,,,Human,Male,,,,,,,Jedi Order (formerly)Sith Empire,,
Yuzza Vanool,,,,Human[1],Male[1],,,,,,,,,
Astar Vanqor,Sacorria,,,Human,Female,,,,Brown,Dark,,,,
Vanraya,,,,Human[1],,,,Brown[1],,Brown[1],,,,
Oto Vans,,,,Human[1],Male[1],,,Brown[1],,Fair[1],,Alliance to Restore the Republic[1]Tatooine rebel cell[1],,
Vansitt,Tatooine,,,Human,Female,,,,,,,,,
Porrak Vansyn,,,,Human,Male,,,Dark,Brown[1],,,Imperial RemnantCouncil of Moffs,,
Ryko Vant,,,"Between 0 ABY and 3 ABY, Jerne[1]",Human[2],Male[2],,,Brown[2],,,,Galactic Empire[2],,
Jom Vanten,Zakuul[1],,"3631 BBY, Star Fortress above Hoth[1]",Human (Zakuulan)[1],Male[1],,,,,,,Eternal Empire[1]Project Exarch[1],,
Vanth,,,,Human[1],Male[1],,,Dark brown[1],Blue[1],Brown[1],,Republic Army[1]301st Infantry[1],,
Cobb Vanth,Tatooine[1],Tatooine[2],,Human[3],Male[3],1.83 meters (6ft)[4],,Gray[1],Hazel[1],Light[1],,Freetown[3],,
Eli N. Vanto,Lysatra[1],By 32 BBY[2],,Human[1],Male[1],,,Brown[3],Brown[3],Tan[3],,Vanto family[1]Vanto family shipping company[1]Galactic Empire[1]Royal Imperial Academy[1]Ninety-Sixth Task Force[1]7th Fleet[1]Chiss Ascendancy[1]Chiss Expansionary Defense Fleet[4],Thrawn (Mentor)[1],
Vanukar,,,,Human,Male,,,,Brown,Tan,,Jedi Order,,
Grubber Vapps,Lamaredd[1],89 BBY[1],,Human[1],Male[1],,,,,,,Security Chief Mix Liddell[1],,
Varacen,,,,Human,Male,,,Blond,Brown,Light,,Sith Empire,,Krevan
Kander Varak,,,,Human[1],Male[1],,,Dark[1],,Light[1],,First Order[1]First Order military[1],,
Osaji Varane,,,Tirahnn,Human,Male,,,,,,,Osaji Syndicate,,
Finn Varatha,,,,Human,Female,,,,,,,Alliance to Restore the RepublicAlliance Special Operations,,
Daneska Varbarós,Naboo[1],,,Human (Naboo)[1],Female[1],,,Various[1],,Dark[1],,Royal House of Naboo[1]Royal Naboo Security Forces[1]Galactic Republic[1],,
Varda,,,3996 BBY,Human,Female,,,,,,,Mandalorian Crusaders,,
Vardax,,,"3642 BBY, Balmorra[1]",Human[1],Male[1],,,Bald[1],,White[1],,Sith Empire[1],,
Varek,,,,Human[1],Male[1],,,Brown[1],Blue[1],Light[1],,Jedi Order[1],Ryen[1],
Vareth,,,,Human[1],Female[1],,,,,,,,,
Sogan Varga,,,,Human[1],Male[1],,,Blond[1],Green[1],Light[1],,,,
Vari'kalwes,,,,Human,Male,,,Grey,Brown,Tan,,,,
Daoud Vari,Vernet[1],,,Human[1],Male[1],,,,,,,,,
Varian,,,,Human,Male,,,,,Tan,,House Thul,,
Varias,,,,Human[1],Male[1],,,Brown[1],Green[1],Fair[1],,Corellian Security Force[1],,
Variise,,,"c. 4–10 ABY,[1] Rydonni Prime[2]",Human[2],Female[2],,,Red[2],,,,Mistryl Shadow Guard[2]Moff Caerbellak[2],,
Varko  (Human),,,,Human[1],Male[1],,,Bald[1],Brown[1],Dark[1],,Sith Empire[1]Sith armada[1],,
Varl  (foreman),,,"c. 3642 BBY, Taris",Human,Male,,,Red,Green,Light,,Galactic Republic (secretly)Republic Strategic Information Service (secretly),,
Varless,,,,Human[1],Male[1],,,Black[1],Blue,Fair[1],,Sith Empire[1],,
Shernisa Varless,Zakuul[1],,"3630 BBY, Eternal Flagship above Odessen[1]",Human (Zakuulan)[1],Female[1],,,,,,,Eternal Empire[1]Eternal Empire military[1],,
Mac Varley,Corellia,,,Human,Male,,,Brown,Brown,Fair,,Corellian Security Force (formerly),,
Varmett,,,,Human[1],Male[1],,,,,Fair[1],,Sith Empire[1]Imperial Army[1],,
Montra Varn,,,,Human[1],Female[1],,,Black[1],Dark[1],Dark[1],,Galactic Empire[1]Imperial Security Bureau[1],,
Horatio Varn-Kezzler,,,,,,,,,,,,,,
Varnillian,,,,Human[1],Female,,,Blonde[1],,Light[1],,Galactic Empire[1]Imperial Navy[1],,
Niclara Varnillian,Alderaan[1],20 BBY[1],,Human[1],Female[1],1.5 meters[1],,Blond[1],Blue[1],,,Galactic Empire[1]Imperial Navy[1]Imperial Remnant[1],,
Varo,Alderaan,,,Human,Male,,,,,,,House of OrganaGalactic Republic,,
Varos  (Sith Empire),,,,Human,Male,,,,Brown,Dark,,Sith Empire,Ranor,
Varrak,,,,Human,Female,,,,,,,Galactic RepublicSpecial Operations Brigade,,
Varrik,,,,Human,,,,,,,,Fenn's Landing,,
Varro,,,,Human,Male,,,,,,,Galactic RepublicRepublic Army,,
Varrow,,,"3638 BBY,[1] Belsavis",Human,Male,,,Black,,Fair,,Dread Host,,
Lakwii Varrscha,,,,Human,Female,,,,,,,Galactic EmpireImperial Navy,,
Isbet Varta,,,"3643 BBY, Tatooine[1]",Human[1],Female[1],,,Gold[1],Blue[1],Tan[1],,,,
Milosh Varta,,,"3643 BBY, Tatooine[1]",Human[1],Male[1],,,Black[1],Blue[1],Light[1],,Exchange[1],,
Vartan,,,,Human[1],Male[1],,,,,,,Raada resistance[1],,
Varth,,,,Human[1],Male[1],,,,,,,Alliance to Restore the Republic[1]Alliance Starfighter Corps[1]New Republic[2],,
Alinn Varth,,,,Human,Female,,,,,,,New RepublicRogue Squadron,,
Gilder Varth,,,"c. 17 BBY,[1] Beshqek system[2]",Human[3],Male[4],,,Blond[5],Blue[5],Fair[5],,Galactic Empire[4]Imperial Navy[6]Alderaanian Resistance ((undercover as a spy)[5],,
Varti,JanFathal,,"22 BBY,[1] JanFathal",Human,Male,,,,,,,,,
Cobb Vartos,,,,Human,Male,,,,,Dark,,New RepublicNew Republic Intelligence,,
Lonna Vash,,,"3951 BBY (3916BrS), Korriban[1]",Human[1],Female[1],,,Black (graying)[1],Brown[1],Fair[1],,Jedi Order[1]Jedi High Council[1]Lost Jedi[1]Galactic Republic[1],,
Vasp Vaspar,,,,Human[1],Male[1],,,Black[1],Brown[2],Light[1],,Galactic Empire[2]Imperial Senate[2]Alliance to Restore the Republic[2]Alliance Civil Government[2]Alliance High Command[2],,
Voth Vassakka,,,"3640 BBY, Corellia[1]",Human[2],Male[2],,,,,,,Galactic Republic[3]Republic Special Forces Division[4],,
Vassanar,,,,Human[1],Female[1],,,,,Light[1],,Sith Empire[1],,
Edas Vasti,,,,Human,Male,,,,,,,House Calipsa,,
Vastil,Tatooine[1],,,Human[1],Male[1],,,Blond[1],Blue[1],Fair[1],,Citizens' Militia[1],,
Cousin Vau,,,,,,,,,,,,,,
Grandfather Vau,,,,,,,,,,,,,,
Pa Vau,Irmenu,,,Human,Male,,,,,,,Imperial Irmenu Navy,,
Walon Vau,Irmenu,,,Human,Male,,,Dark (Graying),Gold,,,MandaloriansGalactic RepublicCuy'val Dar,,
Walon Vau's mother,,,,Human,Female,,,,,,,,,
Aris Vauranelle,,,,Human,Female,,,Red,Green,Light,,Jedi OrderGalactic Republic,Cin Tykan,
Vausam,,,,Human,Male,,,,Brown,Dark,,Sith Empire,,
Vaux,,,,Human[1],Male[1],,,,,Light[1],,,,
Romo Vax,,,"1 ABY,[1] Tatooine[2]",Human[2],Male[2],,,Black[2],Black[2],Tan[2],,Sennex[2]Jabba Desilijic Tiure's criminal empire (As a spy)[2],,
Norrin Vaxx,Coruscant[1],,,Human[1],Male[1],,,Silver[1],Green[1],,,,,
Vrannin Vaxx,Dorvalla[1],,,Human[1],Male[1],,,,,,Two-thirds of body replaced with a YVH 1 droid[1],Galactic Federation of Free Alliances[1]Galactic Alliance Security[1]Daala's special-missions force[1],,
Vaylin,Zakuul[1],,"3630 BBY,[2] Odessen[3]",Human (Zakuulan)[1],Female[1],,,"Blonde,[1] later brown[4]",Blue[1]Yellow (dark side)[4],Fair[1],,Eternal Empire[1],,
Haden Vazzar,,,,Human,Male,,,,,,,Galactic Republic,,
Darth Vectivus,,,"Centuries before 40 ABY, The Home[1]",Human[1],Male[1],Tall[1],,Dark[1],,,,Order of the Sith Lords[2],,
Vedder,,,,Human[1],,,,,,,,Galactic Empire[1]Imperial Army[1],,
Dhas Fenoep Vedij,Coruscant,,,Human,Male,,,,,,,Vedij familyGalactic Empire (formerly)Imperial Navy (formerly)Alliance to Restore the Republic,,
Elon Vedij,Coruscant,,0 BBY,Human,Male,,,,,,,Galactic EmpireImperial Navy,,
Ronnan Tyla Vedij,Coruscant[1],,"0 BBY, Coruscant[1]",Human[1],Male[1],,,,,,,Galactic Republic[2]Republic Navy[2],,
Vee,Pamarthe[1],,,Human (Pamarthen)[1],Female[1],,,,,,,,,
Tabbins Vee,,,"3 ABY (38 GrS), Golrath[1]",Human[1],Male[1],,,,,,,Galactic Empire[1]Stormtrooper Corps[1],,
Morlish Veed,,,"138 ABY, Coruscant[1]",Human[2],Male[2],,,Grey[2],Blue[2],Fair[2],,Fel Empire[3]Darth Krayt's Galactic Empire[3]Imperial Military[3]Council of Moffs[2],,
Veema,,,"27 ABY,[1][2] over Coruscant[1]",Human[1],Female[1],,,,,,,New Republic[1]Kyp's Dozen[1],,
Veemo,,,,Human,Male,,,Brown,,Fair,,Republic Navy,,
Veemoss,,,"5 BBY, Narkina 5[1]",Human[2],Male[2],,,,,,,Unit Five-Two-D[2]Table three[2],,
Sablix Veen,,,,Human[1],Female[1],,,Black[1],Brown[2],Tan[1],,,,
Phootla Veer,,,"c. 19 BBY, Ostor",Human,Male,,,Grey,,,,Separatist holdouts,,
Veermok  (Naboo),Naboo,,"36 BBY,[1] Naboo",Human,Male,,,,,,,,,
Maximilian Veers,Denon[1],,,Human[2],Male[2],1.93 meters[3],82 kilograms[3],Brown[4],Hazel[4],Fair[4],,Galactic Empire[4]Imperial Officer Corps[4]501st Legion[4],,
Zevulon Veers,,,,Human[1],Male[2],,,,,,,Galactic Empire[2]CompForce[2]Alliance to Restore the Republic[2]New Republic[3]New Republic Defense Fleet[3],,
Veertag,,,,Human[1],Male[1],,,,,Fair[1],,Alliance to Restore the Republic[1],,
Duron Veertag,,,,Human[1],Male[1],,,Black[2],,Fair[2],,Alliance to Restore the Republic[1]New Republic[3],,
s'Too Vees,,,,Human[1],Male[1],,,Brown[1],,Light[1],,Alliance to Restore the Republic[1],,
Veesle,,,,Human,Male,,,,,,,Galactic EmpireImperial Army,,
Veet,,,,Human[1],Male[1],,,Ginger[1],Brown[1],Tan[1],,Sith Empire[1]Imperial Military[1],,
Maia Vefri,,,,Human[1],Female[1],,,Brown[1],Brown[1],Dark[1],Minor facial enhancements[1],Binary Star Realty[1],,
Yuralla Vega,Chorin[1],,,Human[1],Female[1],,,Brown[1],Brown[1],Light[1],,,,
Remis Vehn,,,,Human,Male,,,,Gray,,,Peace Brigade (formerly),,
Veijel,,,,Human[1],Male[1],,,White[1],Blue[1],Tan[1],,Sith Empire[1]Sphere of Ancient Knowledge[1],Darth Arctis[1]Darth Thanaton[1]Darth Nox[1],
Veil One,,,,Human[1],Male[1],,,Black[1],,Dark[1],Facial cybernetic implants[1],The Veil[1],,
Veil Three,,,,Human[1],Male[1],,,Gold[1],Brown[1],Light[1],Facial cybernetic implants[1],The Veil[1],,
Veil Two,,,,Human[1],Male[1],,,Brown[1],Green[1],Light[1],Facial cybernetic implants[1],The Veil[1],,
Cassa Veila,,,"16 ABY, Tatooine",Human,Female,,,Blonde,,,,,,
Tahiri Veila,Tatooine[1],"13 ABY (48), Tatooine[1]",,Human[1] with partial Yuuzhan Vong personality[2][3][4],Female[1],,,Blonde[1],Green[1],Light[1],,Veila family[5]Tusken Raiders[1]New Jedi Order[1]Darkmeld[6]New Republic[1]Yuuzhan Vong Empire[2]Galactic Federation of Free Alliances[7]Galactic Alliance Guard[8]The Colony[4]Lumiya's Sith[9]Imperial Remnant[10],Ikrit (Jedi Master)[11]Corran Horn (Jedi Master)[3]Darth Caedus (Sith Master)[9],
Tahiri Veila's grandfather,,,,Human[1],Male[1],,,Blond[1],Green[1],,,Jedi Order[1]Galactic Republic[2],,
Tryst Veila,Tatooine,,"16 ABY, Tatooine",Human,Male,,,,Green,,,,,
Veir,,,,Human[1],Male[1],,,Brown[1],Brown[1],Dark[1],,Sith Empire[1],,
Vek,Almania,,,Human,Male,,,Dark reddish-brown,,,,Kueller,,
Tendler Vek,,,,Human,Male,,,,,,,,,
Vekarr,,,"3642 BBY, Balmorra",Human[1],Male[1],,,Blond'[1],Blue[1],Light[1],,Sith Empire[1],,
Vekker  (Corellia),,,,Human,Male,,,Brown,Green,Fair,,Galactic RepublicRepublic MilitarySecond Infantry,,
Misha Vekkian,,,,Human[1],Female[1],,,Blonde[1],Blue[1],,,Galactic Republic[1]Jedi Order[1]Galactic Empire[1]Inquisitorius[1]Imperial Navy[1],,
Vektol,,,,Human[1],Male[1],,,,,,,First Order[1]First Order Navy[1],,
Vel-Kan,,,,Human[1],Male[1],,,,,,,,,
Vela,,,,Human,Male,,,Brown,,Fair,,Separatist Alliance,,
Velash,,,,Human[1],Female[1],,,Bald[1],Blue[1],Copper[1],,Sith Empire[1],,
Veld,,,,Human,Male,,,Black,Blue,Dark,,Sith EmpireImperial Intelligence,,
Kullan Velerinden,Elrood[1],,,Human[1],Male[1],,,Brown[1],Brown[1],,,Galactic Empire[1]Imperial Army[1],,
